ubusugire	 u b u s u g i r e
bw’igihugu	 b w ’ i g i h u g u
byagombaga	b y a g o m b a g a
gushaka	 g u s h a k a
bibuza	 b i b u z a
gukomerabityo	 g u k o m e r a b i t y o
z’ibihugu	 z ’ i b i h u g u
zakunze	 z a k u n z e
abo	a b o
zifatanyije	 z i f a t a n y i j e
zigumane	 z i g u m a n e
uburinganire	 u b u r i n g a n i r e
bw’ububasha	 b w ’ u b u b a s h a
ikomeyekubera	 i k o m e y e k u b e r a
bigifite	 b i g i f i t e
urwitwazo	 u r w i t w a z o
rw’uko	 r w ’ u k o
z’amadini	 z ’ a m a d i n i
rerointambara	 r e r o i n t a m b a r a
mirongo	 m i r o n g o
itatu	 i t a t u
idini	i d i n i
urusengero	 u r u s e n g e r o
arutemi	 a r u t e m i
efeso	 e f e s o
rwasenywe	 r w a s e n y w e
nyakanga	 n y a k a n g a
kurutwika	 k u r u t w i k a
cyakozwe	 c y a k o z w e
herostratus	  h e r o s t r a t u s
hakurikijwe	 h a k u r i k i j w e
nkuruicyifuzo	 n k u r u i c y i f u z o
ukuba	 u k u b a
kumusaba	 k u m u s a b a
abanyefeso	 a b a n y e f e s o
bararakaye	 b a r a r a k a y e
batangaza	 b a t a n g a z a
ritazongera	 r i t a z o n g e r a
kwandikwa	 k w a n d i k w a
ukundi	 u k u n d i
straboumuhanga	s t r a b o u m u h a n g a
w’umugereki	 w ’ u m u g e r e k i
kwandika	k w a n d i k a
ryeniko	 r y e n i k o
tubizi	 t u b i z i
rwarasenyutse	 r w a r a s e n y u t s e
iryo	 i r y o
joro	 j o r o
alegizandere	 a l e g i z a n d e r e
w’abami	 w ’ a b a m i
yavutsemo	 y a v u t s e m o
alegizanderenkumwamiyemeye	a l e g i z a n d e r e n k  u m w a m i y e m e y e
kwishyura	 k w i s h y u r a
rwongere	 r w o n g e r e
rwubakweariko	 r w u b a k w e a r i k o
ntibabyemera	 n t i b a b y e m e r a
nyumaalegizandere	 n y u m a a l e g i z a n d e r e
gutangaurusengero	 g u t a n g a u r u s e n g e r o
rwongeye	 r w o n g e y e
kubakwa	 k u b a k w a
33	 3  3
reba	  r e b a
ukuboko	 u k u b o k o
kwawe	 k w a w e
koroheje	 k o r o h e j e
ukanda	 u k a n d a
manota	 m a n o t a
bikwiye	 b i k w i y e
none	 n o n e
ntugerageze	 n t u g e r a g e z e
byananiza	 b y a n a n i z a
intoki	 i n t o k i
zawe	 z a w e
buryouzinaniza	 b u r y o u z i n a n i z a
vuba	 v u b a
wibuke	 w i b u k e
gukanda	 g u k a n d a
utubuto	 u t u b u t o
nimbaraga	 n  i m b a r a g a
wongere	 w o n g e r e
sentetizeri	 s e n t e t i z e r i
korudewokugira	 k o r u d e w o k u g i r a
umuriroukoresha	 u m u r i r o u k o r e s h a
bikurikira	 b i k u r i k i r a
ukoresheje	 u k o r e s h e j e
umuvumba	 u m u v u m b a
amayobera	 a m a y o b e r a
ukwiyegerezakugirana	 u k w i y e g e r e z a k u g i r a n a
nacyangwa	 n a  c y a n g w a
ukuri	 u k u r i
kwa	 k w a
nyakoubumanaukuri	 n y a k o u b u m a n a u k u r i
k’umwukacyangwa	 k ’ u m w u k a c y a n g w a
umwizera	u m w i z e r a
arashaka	 a r a s h a k a
uburambeubushishozicyangwa	 u b u r a m b e u b u s h i s h o z i c y a n g w a
by’imanaikigirwamana	 b y ’ i m a n a  i k i g i r w a m a n a
ibigirwamana	 i b i g i r w a m a n a
abayoboke	a b a y o b o k e
bakurikirana	 b a k u r i k i r a n a
kubahocyangwa	 k u b a h o c y a n g w a
imigenzereze	i m i g e n z e r e z e
igamije	 i g a m i j e
gukuza	 g u k u z a
byababayeho	 b y a b a b a y e h o
gutandukanywa	 g u t a n d u k a n y w a
n’ubundi	 n ’ u b u n d i
bw’imyemerere	 b w ’ i m y e m e r e r e
gusenga	 g u s e n g a
giti	 g i t i
ke	 k e
roho	 r o h o
cyecyane	 c y e c y a n e
by’imyitwarire	 b y ’ i m y i t w a r i r e
yamahoroubushishoziumunezerondetse	 y  a m a h o r o u b u s h i s h o z i u m u n e z e r o n d e t s e
n’ibyishimo	 n ’ i b y i s h i m o
sikhism	s i k h i s m
mugabane	 m u g a b a n e
wubuhinde	 w  u b u h i n d e
ryatangiriye	 r y a t a n g i r i y e
punjab	 p u n j a b
gucikamo	 g u c i k a m o
migenzo	 m i g e n z o
yabahindu	 y  a b a h i n d u
abasikh	a b a s i k h
bafata	 b a f a t a
imyizerere	 i m y i z e r e r e
ritandukanye	 r i t a n d u k a n y e
n’abahindu	 n ’ a b a h i n d u
bemera	 b e m e r a
imizi	 i m i z i
n’imigenzo	 n ’ i m i g e n z o
yaryo	 y a r y o
abahindu	 a b a h i n d u
abasikisi	a b a s i k i s i
ryabo	 r y a b o
gurmat	 g u r m a t
aribyo	 a r i b y o
bisobanura	 b i s o b a n u r a
punjabi	 p u n j a b i
guru	 g u r u
ikintu	 i k i n t u
cyibanze	 c y  i b a n z e
madini	 m a d i n i
sikizime	 s i k i z i m e
cyafashe	 c y a f a s h e
w’ingenzi	 w ’ i n g e n z i
ugize	 u g i z e
ishingiro	 i s h i n g i r o
ryimyemerere	 r y  i m y e m e r e r e
siki	 s i k i
dini	 d i n i
ryashinzwe	 r y a s h i n z w e
nanak	 n a n a k
146–13	  1 4 6  – 1  3
habayeho	 h a b a y e h o
gusimburanwa	 g u s i m b u r a n w a
kw’abandi	 k w ’ a b a n d i
baguru	 b a g u r u
icyenda	 i c y e n d a
icyakoramuri	i c y a k o r a m u r i
kamena	 k a m e n a
16amasezerano	 1   6 a m a s e z e r a n o
krushchev	 k r u s h c h e v
yajemo	 y a j e m o
ikigeragezo	 i k i g e r a g e z o
imvururu	 i m v u r u r u
zabaga	 z a b a g a
polonye​​	 p o l o n y e ​ ​
bigaragambyaga	 b i g a r a g a m b y a g a
cyibura	 c y  i b u r a
ryibiribwa	 r y  i b i r i b w a
kugabanuka	 k u g a b a n u k a
kwimishaharabyahindutse	 k w  i m i s h a h a r a b y a h i n d u t s e
imyigaragambyo	 i m y i g a r a g a m b y o
kwamagana	 k w a m a g a n a
abakomunisiti	 a b a k o m u n i s i t i
amaherezo	a m a h e r e z o
yohereje	 y o h e r e j e
ibigega	 i b i g e g a
agarure	 a g a r u r e
umutekanoyatanze	 u m u t e k a n o y a t a n z e
z’ubukungu	 z ’ u b u k u n g u
yemera	 y e m e r a
wladyslaw	 w l a d y s l a w
gomulka	 g o m u l k a
minisitiri	 m i n i s i t i r i
w’intebe	 w ’ i n t e b e
mushya	 m u s h y a
ry’umuco	 r y ’ u m u c o
kibaya	 k i b a y a
indus	 i n d u s
ryajemu	 r y a j e m u
umuringa	 u m u r i n g a
yuburengerazuba	 y  u b u r e n g e r a z u b a
bwubuhinde	 b w  u b u h i n d e
bukikije	 b u k i k i j e
pakisitani	 p a k i s i t a n i
yubu	 y  u b u
nuduce	 n  u d u c e
n’amajyaruguru	 n ’ a m a j y a r u g u r u
yuburasirazuba	 y  u b u r a s i r a z u b a
afuganisitani	 a f u g a n i s i t a n i
ryaragutse	 r y a r a g u t s e
rigera	 r i g e r a
bibaya	 b i b a y a
by’uruzi	 b y ’ u r u z i
ukura	 u k u r a
ryawo	 r y a w o
intiti	 i n t i t i
umuco	 u m u c o
cy’umugezi	 c y ’ u m u g e z i
sarasvati	 s a r a s v a t i
wakamye	 w a k a m y e
ububyakagombye	 u b u b y a k a g o m b y e
kwitwa	 k w i t w a
indussarasvatimu	 i n d u s  s a r a s v a t i m u
baryita	 b a r y i t a
harappan	 h a r a p p a n
harappaahantu	 h a r a p p a a h a n t u
haho	 h a h o
ha	 h a
hacukuwe	 h a c u k u w e
y’igisirikari	 y ’ i g i s i r i k a r i
cyubwami	 c y  u b w a m i
bwabaroma	 b w  a b a r o m a
yafashije	 y a f a s h i j e
ryubuvuzi	 r y  u b u v u z i
bwisumbuye	 b w i s u m b u y e
abaganga	a b a g a n g a
batangiye	 b a t a n g i y e
n’umwami	 n ’ u m w a m i
augustus	 a u g u s t u s
banashinga	 b a n a s h i n g a
cy’ubuvuzi	 c y ’ u b u v u z i
cy’abaroma	 c y ’ a b a r o m a
kizakoreshwe	 k i z a k o r e s h w e
y’imirwano	 y ’ i m i r w a n o
babaga	 b a b a g a
ubumenyi	 u b u m e n y i
miti	 m i t i
itandukanye	 i t a n d u k a n y e
morphine	  m o r p h i n e
ikomoka	 i k o m o k a
mbuto	 m b u t o
poppy	  p o p p y
scopolamine	  s c o p o l a m i n e
ziva	 z i v a
herbane	  h e r b a n e
intyoza	 i n t y o z a
guca	 g u c a
ingingo	i n g i n g o
z’amaboko	 z ’ a m a b o k o
amaguru	 a m a g u r u
bakize	 b a k i z e
abarwayi	a b a r w a y i
b’ibisebe	 b ’ i b i s e b e
by’imifunzo	 b y ’ i m i f u n z o
n’ibipfuko	 n ’ i b i p f u k o
kwikanya	 k w i k a n y a
k’umutsi	 k ’ u m u t s i
w’umujyana	 w ’ u m u j y a n a
uhagararike	 u h a g a r a r i k e
binyejana	 b i n y e j a n a
byatambutseubwami	 b y a t a m b u t s e u b w a m i
bwabonye	 b w a b o n y e
inyungu	 i n y u n g u
rw’ubuvuzi	 r w ’ u b u v u z i
bushyiraho	 b u s h y i r a h o
origami	 o r i g a m i
pureland	 p u r e l a n d
ibuza	 i b u z a
hagomba	 h a g o m b a
ikizingo	 i k i z i n g o
icyarimweibizingo	 i c y a r i m w e i b i z i n g o
nk’ibizingo	 n k ’ i b i z i n g o
byongera	 b y o n g e r a
guhinwamo	 g u h i n w a m o
ntibyemewekandi	 n t i b y e m e w e k a n d i
ibizingo	 i b i z i n g o
bigara	 b i g a r a
biherereye	 b i h e r e r e y e
hagororotse	 h a g o r o r o t s e
myspace	m y s p a c e
urubuga	 u r u b u g a
interineti	 i n t e r i n e t i
rukunzwe	 r u k u n z w e
rukoreshwa	 r u k o r e s h w a
z’amerika	 z ’ a m e r i k a
rufite	 r u f i t e
imyirondoro	 i m y i r o n d o r o
y’abantu	 y ’ a b a n t u
mbuga	 m b u g a
murandasi	 m u r a n d a s i
zikurikirwa	 z i k u r i k i r w a
benshicyane	 b e n s h i c y a n e
gisata	 g i s a t a
cy’uburezi	 c y ’ u b u r e z i
ibyiza	 i b y i z a
interinetibirimokugira	 i n t e r i n e t i b i r i m o k u g i r a
bworoshye	 b w o r o s h y e
paji	 p a j i
y’ishuri	 y ’ i s h u r i
kubamo	 k u b a m o
interinetiamavidewoamafoton’ibindi	 i n t e r i n e t i a m a v i d e w o a m a f o t o n ’ i b i n d i
birango	 b i r a n g o
kugerwaho	 k u g e r w a h o
hatangwa	 h a t a n g w a
aderesi	 a d e r e s i
y’urubuga	 y ’ u r u b u g a
gusayoroshye	 g u s a y o r o s h y e
kwandikika	 k w a n d i k i k a
banyeshuri	 b a n y e s h u r i
bakoresheje	 b a k o r e s h e j e
amagambo	 a m a g a m b o
kunonosorwa	 k u n o n o s o r w a
yorohera	 y o r o h e r a
uyisoma	 u y i s o m a
ikagira	 i k a g i r a
n’ibara	 n ’ i b a r a
rihagije	 r i h a g i j e
byifuzwa	 b y i f u z w a
kudatega	 k u d a t e g a
amatwi	 a m a t w i
ibyiciro	 i b y i c i r o
bitatu	 b i t a t u
biyiranga	 b i y i r a n g a
ibimenyetso	 i b i m e n y e t s o
guhubukakurangarahamwe	 g u h u b u k a k u r a n g a r a h a m w e
gushishikarira	 g u s h i s h i k a r i r a
zirenze	 z i r e n z e
si	 s i
bujyanye	 b u j y a n y e
kwigani	 k w i g a n i
ifata	 i f a t a
byabana	 b y  a b a n a
bosewenda	 b o s e w e n d a
zabana	 z  a b a n a
babanyamerika	 b  a b a n y a m e r i k a
abana	 a b a n a
add	a d d
bagorwa	 b a g o r w a
n’ikibazo	 n ’ i k i b a z o
nk’ibikorwa	 n k ’ i b i k o r w a
by’ishuriariko	 b y ’ i s h u r i a r i k o
bakunda	 b a k u n d a
gukina	 g u k i n a
katuni	 k a t u n i
interuro	 i n t e r u r o
twatuzo	 t w a t u z o
bana	 b a n a
kwisanga	 k w i s a n g a
byago	 b y a g o
byinshikubera	 b y i n s h i k u b e r a
kwishora	 k w i s h o r a
kubateza	 k u b a t e z a
akagakurwana	 a k a g a k u r w a n a
guhangana	 g u h a n g a n a
n’ubuyobozikugira	 n ’ u b u y o b o z i k u g i r a
bakangure	 b a k a n g u r e
ubwonko	 u b w o n k o
bwabomu	 b w a b o m u
budashobora	 b u d a s h o b o r a
gukanguka	 g u k a n g u k a
busanzwe	 b u s a n z w e
igira	 i g i r a
mibanire	 m i b a n i r e
bagenzi	 b a g e n z i
babo	 b a b o
badashobora	 b a d a s h o b o r a
impamvu	 i m p a m v u
babigenza	 b a b i g e n z a
kwabo	 k w a b o
gutandukanye	 g u t a n d u k a n y e
bwahindutse	 b w a h i n d u t s e
haruguruigipimo	 h a r u g u r u i g i p i m o
fatizo	 f a t i z o
cy’uburyo	 c y ’ u b u r y o
bwabonwaga	 b w a b o n w a g a
cyarahindutse	 c y a r a h i n d u t s e
butandukanye	 b u t a n d u k a n y e
igitutu	 i g i t u t u
ntikikiri	 n t i k i k i r i
k’umuntu	 k ’ u m u n t u
kugiti	 k u g i t i
cyeariko	 c y e a r i k o
umwandiko	 u m w a n d i k o
bwarushijeho	 b w a r u s h i j e h o
kwibandwaho	 k w i b a n d w a h o
rusangeigihe	 r u s a n g e i g i h e
cyagize	 c y a g i z e
gukwirakwiza	 g u k w i r a k w i z a
ngugeinyamaswa	 n g u g e i n y a m a s w a
nk’abantu	 n k ’ a b a n t u
ntizigikoresha	 n t i z i g i k o r e s h a
amaboko	 a m a b o k o
guterura	 g u t e r u r a
ibiremereye	 i b i r e m e r e y e
kuzunguruka	 k u z u n g u r u k a
biti	 b i t i
ikiganza	 i k i g a n z a
cy’umuntu	 c y ’ u m u n t u
kugufi	 k u g u f i
ikirengehamwe	 i k i r e n g e h a m w e
n’udukonjo	 n ’ u d u k o n j o
dukomeye	 d u k o m e y e
amagufwa	a m a g u f w a
y’intoki	 y ’ i n t o k i
miriyoni	 m i r i y o n i
yerekana	 y e r e k a n a
mpinduka	 m p i n d u k a
bwihariye	 b w i h a r i y e
bw’igendeshwa	 b w ’ i g e n d e s h w a
ry’ikiganza	 r y ’ i k i g a n z a
ryacyo	 r y a c y o
inzozi	 i n z o z i
z’ibyo	 z ’ i b y o
uziko	 u z i k o
kunaniza	 k u n a n i z a
kurota	 k u r o t a
umara	 u m a r a
wasinziriye	 w a s i n z i r i y e
butuzuye	 b u t u z u y e
wagize	 w a g i z e
gusinzira	 g u s i n z i r a
bituzuye	 b i t u z u y e
ijoroubu	 i j o r o u b u
usinziramo	 u s i n z i r a m o
umubiri	 u m u b i r i
wawe	 w a w e
ugakanguka	 u g a k a n g u k a
buhinduka	 b u h i n d u k a
ubudakunze	 u b u d a k u n z e
bwahinduka	 b w a h i n d u k a
birananiza	 b i r a n a n i z a
wakabyutse	 w a k a b y u t s e
minota	 m i n o t a
makumyabiri	 m a k u m y a b i r i
ukareba	 u k a r e b a
tv	 t v
bigitangira	 b i g i t a n g i r a
ntibyahiriye	 n t i b y a h i r i y e
abataliyani	 a b a t a l i y a n i
batangaje	 b a t a n g a j e
bagiye	 b a g i y e
gutangira	 g u t a n g i r a
intambra	 i n t a m b r a
tariki	 t a r i k i
14umutwe	 1  4  u m u t w e
11	 1 1
w’abarwanyi	 w ’ a b a r w a n y i
b’abongereza	 b ’ a b o n g e r e z a
barwanira	 b a r w a n i r a
wafashe	 w a f a s h e
inkambi	  i n k a m b i
kapuzo	 k a p u z o
libiya	 l i b i y a
gico	 g i c o
cyatezwe	 c y a t e z w e
baridiyaabongereza	 b a r i d i y a a b o n g e r e z a
bafasheho	 b a f a s h e h o
umunyago	 u m u n y a g o
umuyobozi	 u m u y o b o z i
w’ingabo	 w ’ i n g a b o
mutwe	 m u t w e
cumi	 c u m i
z’abataliyanijenerali	 z ’ a b a t a l i y a n i j e n e r a l i
lasitusi	 l a s i t u s i
kamenamareshali	 k a m e n a m a r e s h a l i
italo	 i t a l o
baluboguverineri	 b a l u b o g u v e r i n e r i
wafatwaga	 w a f a t w a g a
nk’uzasimbura	 n k ’ u z a s i m b u r a
musoliniyapfuye	 m u s o l i n i y a p f u y e
arashwe	 a r a s h w e
be	 b e
yageraga	 y a g e r a g a
toburuke	 t o b u r u k e
igezweho	 i g e z w e h o
kurwanisha	 k u r w a n i s h a
inkota	 i n k o t a
ikinwa	 i k i n w a
nyinshikuva	 n y i n s h i k u v a
biga	 b i g a
kaminuza	 k a m i n u z a
y’ababigize	 y ’ a b a b i g i z e
umwuga	 u m w u g a
n’aya	 n ’ a y a
babiriumuterankota	 b a b i r i u m u t e r a n k o t a
n’undi	 n ’ u n d i
golufe	g o l u f e
bakoreshamo	 b a k o r e s h a m o
ubuhiri	 u b u h i r i
bakubitisha	 b a k u b i t i s h a
imipira	 i m i p i r a
ijye	 i j y e
myobo	 m y o b o
imyobo	i m y o b o
n’umunani	 n ’ u m u n a n i
rawundi	 r a w u n d i
isanzweubusanzwe	 i s a n z w e u b u s a n z w e
batangirira	 b a t a n g i r i r a
mwobo	 m w o b o
w’umukino	 w ’ u m u k i n o
bagasoreza	 b a g a s o r e z a
kuwa	k u w a
umukinnyi	 u m u k i n n y i
ukoresha	 u k o r e s h a
bukeyacyangwa	 b u k e y a c y a n g w a
imizunguzo	 i m i z u n g u z o
y’ubuhirikugira	 y ’ u b u h i r i k u g i r a
asoze	 a s o z e
utsinda	 u t s i n d a
ukinirwa	 u k i n i r w a
byatsikandi	 b y a t s i k a n d i
ibyatsi	 i b y a t s i
bikikije	 b i k i k i j e
birakemurwa	 b i r a k e m u r w a
bikitwa	 b i k i t w a
urucaca	 u r u c a c a
umenya	u m e n y a
buzwi	 b u z w i
bw’ubukerarugendo	 b w ’ u b u k e r a r u g e n d o
basanisha	 b a s a n i s h a
buruhura	 b u r u h u r a
hatandukanye	 h a t a n d u k a n y e
n’ubuzima	 n ’ u b u z i m a
baruhuke	 b a r u h u k e
bidagadure	 b i d a g a d u r e
inkombe	 i n k o m b e
z’inyanjaibyanya	 z ’ i n y a n j a i b y a n y a
kwidagaduriramo	 k w i d a g a d u r i r a m o
bakorera	 b a k o r e r a
ingando	 i n g a n d o
hazwi	 h a z w i
ahandi	 a h a n d i
kuruhura	 k u r u h u r a
asura	 a s u r a
hihariye	 h i h a r i y e
ukumenya	 u k u m e n y a
byaho	 b y a h o
bwitwa	 b w i t w a
ndangamuco	 n d a n g a m u c o
h’igihugu	 h ’ i g i h u g u
guhitamo	 g u h i t a m o
abakolonibabonye	a b a k o l o n i b a b o n y e
gikorwabahise	 g i k o r w a b a h i s e
basaba	 b a s a b a
zunganira	 z u n g a n i r a
by’imbere	 b y ’ i m b e r e
zarimo	 z a r i m o
imitwe	 i m i t w e
n	 n
hampshire	 h a m p s h i r e
igizwe	 i g i z w e
iyobowe	 i y o b o w e
koloneli	 k o l o n e l i
john	 j o h n
stark	 s t a r k
jamesi	 j a m e s i
reed	 r e e d
bombi	 b o m b i
baje	 b a j e
abajenerali	 a b a j e n e r a l i
zafashe	 z a f a s h e
rukuta	 r u k u t a
mpera	 m p e r a
y’ibirindiro	 y ’ i b i r i n d i r o
by’abakoloni	 b y ’ a b a k o l o n i
waciye	 w a c i y e
icyuho	 i c y u h o
mugezi	 m u g e z i
mystic	 m y s t i c
ahateganye	 a h a t e g a n y e
y’iburasirazuba	 y ’ i b u r a s i r a z u b a
y’umwigimbakirwabongereye	 y ’ u m w i g i m b a k i r w a b o n g e r e y e
urukuta	 u r u k u t a
rugufi	 r u g u f i
rw’amabuye	 r w ’ a m a b u y e
rurangirira	 r u r a n g i r i r a
nkombe	 n k o m b e
ntoya	 n t o y a
gridley	g r i d l e y
yashyize	 y a s h y i z e
fiti	 f i t i
m	 m
y’urukuta	 y ’ u r u k u t a
ategeka	 a t e g e k a
wurasa	 w u r a s a
abahatuye	 a b a h a t u y e
bahatambutse	 b a h a t a m b u t s e
w’abanyamerika	 w ’ a b a n y a m e r i k a
wari	 w a r i
ushingiye	 u s h i n g i y e
bitero	 b i t e r o
bigabiwe	 b i g a b i w e
biturutse	 b i t u r u t s e
byerekezo	 b y e r e k e z o
jenerali	 j e n e r a l i
cadwalder	 c a d w a l d e r
yagabye	 y a g a b y e
kurangaza	 k u r a n g a z a
nkambi	 n k a m b i
y’abongereza	 y ’ a b o n g e r e z a
bodentownkugira	 b o d e n t o w n k u g i r a
gikumire	 g i k u m i r e
inkunga	 i n k u n g a
arizo	 a r i z o
james	 j a m e s
ewing	 e w i n g
umutwe	 u m u t w e
w’abitwara	 w ’ a b i t w a r a
hakurya	 h a k u r y a
y’umugezi	 y ’ u m u g e z i
trenton	 t r e n t o n
ferryagafata	 f e r r y a g a f a t a
ikiraro	 i k i r a r o
kiri	 k i r i
asunpink	 a s u n p i n k
ceek	 c e e k
akabuza	 a k a b u z a
z’umwanzi	 z ’ u m w a n z i
guhunga	 g u h u n g a
cy’ibanze	 c y ’ i b a n z e
kigizwe	 k i g i z w e
cyagombaga	 c y a g o m b a g a
umugezi	 u m u g e z i
trentonmaze	 t r e n t o n m a z e
kikicamo	 k i k i c a m o
amatsinda	a m a t s i n d a
abiririmwe	 a b i r i r i m w e
riyobowe	 r i y o b o w e
greene	 g r e e n e
n’irindi	 n ’ i r i n d i
sullivankugira	 s u l l i v a n k u g i r a
hagabwe	 h a g a b w e
ruturuturu	 r u t u r u t u r u
bakubitaga	 b a k u b i t a g a
ibirahure	 i b i r a h u r e
nintebeariko	 n  i n t e b e a r i k o
ntiyamenekaga	 n t i y a m e n e k a g a
yakozwe	 y a k o z w e
smith	 s m i t h
ifashe	 i f a s h e
batabifitemo	 b a t a b i f i t e m o
uburambe	 u b u r a m b e
abafite	 a b a f i t e
imikaya	 i m i k a y a
minini	 m i n i n i
bagira	 b a g i r a
bw’ubwuko	 b w ’ u b w u k o
n’ibyiciro	 n ’ i b y i c i r o
by’ubwoko	 b y ’ u b w o k o
bakiri	 b a k i r i
bato	 b a t o
n’ibi	 n ’ i b i
byiciro	 b y i c i r o
bigira	 b i g i r a
mitekerereze	 m i t e k e r e r e z e
urugeroabana	u r u g e r o a b a n a
bagaragaza	 b a g a r a g a z a
gukomaka	 g u k o m a k a
nyamuke	 n y a m u k e
bashyirwa	 b a s h y i r w a
nk’abadatsinda	 n k ’ a b a d a t s i n d a
ishuri	 i s h u r i
usanga	 u s a n g a
badakora	 b a d a k o r a
bamenye	 b a m e n y e
n’ubwoko	 n ’ u b w o k o
nikirenge	 n  i k i r e n g e
by’igitera	 b y ’ i g i t e r a
nubureburebyerekana	 n  u b u r e b u r e b y e r e k a n a
imikoreshereze	 i m i k o r e s h e r e z e
yikigenza	 y  i k i g e n z a
kwikorera	 k w i k o r e r a
zishingira	 z i s h i n g i r a
nshuro	 n s h u r o
bugerageza	 b u g e r a g e z a
ubizi	 u b i z i
ijoro	 i j o r o
14tesla	 1   4 t e s l a
yimukiye	 y i m u k i y e
yemere	 y e m e r e
sosiyete	 s o s i y e t e
edison	 e d i s o n
york	 y o r k
yageze	 y a g e z e
afite	 a f i t e
amasenti	 a m a s e n t i
4igitabo	 4 i g i t a b o
cyimivugonibaruwa	 c y  i m i v u g o n  i b a r u w a
igaragaza	 i g a r a g a z a
yatanzwe	 y a t a n z w e
batchelor	 b a t c h e l o r
kazi	 k a z i
yakoraga	 y a k o r a g a
yandikiye	y a n d i k i y e
thomas	 t h o m a s
bihehabaye	 b i h e h a b a y e
yabanyacyubahiro	 y  a b a n y a c y u b a h i r o
amapeti	 a m a p e t i
masomo	 m a s o m o
bashingiye	 b a s h i n g i y e
y’abafaransa	 y ’ a b a f a r a n s a
yashishikarije	 y a s h i s h i k a r i j e
bakoze	 b a k o z e
cyiciro	 c y i c i r o
cy’abakozi	 c y ’ a b a k o z i
zabo	 z a b o
ubuvumo	 u b u v u m o
ubwabwobwabashije	 u b w a b w o b w a b a s h i j e
bihebutanga	 b i h e b u t a n g a
igaragara	 i g a r a g a r a
kwiyegurira	 k w i y e g u r i r a
imyemerere	 i m y e m e r e r e
muhammadi	 m u h a m m a d i
piramide	 p i r a m i d e
isumba	 i s u m b a
yubatswe	 y u b a t s w e
icyubahiro	 i c y u b a h i r o
farawo	 f a r a w o
khufun’izindi	 k h u f u n ’ i z i n d i
pirimide	 p i r i m i d e
nyinshiimvan’insengero	 n y i n s h i i m v a n ’ i n s e n g e r o
abagore	a b a g o r e
khufu	 k h u f u
n’abagize	 n ’ a b a g i z e
ikimenyetso	 i k i m e n y e t s o
agaheto	 a g a h e t o
gasa	 g a s a
v	 v
nk’icyuma	 n k ’ i c y u m a
gifatisha	 g i f a t i s h a
impapuro	i m p a p u r o
idafite	 i d a f i t e
uruhande	 u r u h a n d e
rwayo	 r w a y o
ageheto	a g e h e t o
gatanga	 g a t a n g a
ijwi	 i j w i
ryorohereyemu	 r y o r o h e r e y e m u
irikomeye	 i r i k o m e y e
rishimangira	 r i s h i m a n g i r a
wumve	w u m v e
wisanzuye	 w i s a n z u y e
bwiteariko	 b w i t e a r i k o
bihese	 b i h e s e
byanditse	 b y a n d i t s e
bw’impamvu	 b w ’ i m p a m v u
y’umuzikibityo	 y ’ u m u z i k i b i t y o
rero	 r e r o
bigomba	 b i g o m b a
kubahirizwa	 k u b a h i r i z w a
ikivunge	i k i v u n g e
cyabantu	 c y  a b a n t u
cyatumye	 c y a t u m y e
numwamikazi	 n  u m w a m i k a z i
bakingura	 b a k i n g u r a
ikururwa	 i k u r u r w a
n’ifarasi	 n ’ i f a r a s i
kimweumwe	 k i m w e u m w e
bagize	 b a g i z e
kivunge	 k i v u n g e
yazunguje	 y a z u n g u j e
wumusirikare	 w  u m u s i r i k a r e
ucunga	 u c u n g a
wiciwe	 w i c i w e
versailles	 v e r s a i l l e s
yumwamikazi	 y  u m w a m i k a z i
bahatiwe	b a h a t i w e
imisoro	 i m i s o r o
butegetsi	 b u t e g e t s i
gikoloni	 g i k o l o n i
bw’amerika	 b w ’ a m e r i k a
bishyure	 b i s h y u r e
umugabane	 u m u g a b a n e
muinini	 m u i n i n i
w’amafaranga	 w ’ a m a f a r a n g a
yakoreshejwe	 y a k o r e s h e j w e
n’inyungu	 n ’ i n y u n g u
mpeshamwenda	 m p e s h a m w e n d a
zakoreshwaga	 z a k o r e s h w a g a
filipine	 f i l i p i n e
binyuze	 b i n y u z e
mazu	 m a z u
banki	 b a n k i
wall	 w a l l
street	 s t r e e t
birumvikana	b i r u m v i k a n a
zikomoka	 z i k o m o k a
z’ibanze	 z ’ i b a n z e
kuyobora	 k u y o b o r a
usobanukirwe	 u s o b a n u k i r w e
templars	 t e m p l a r s
bwatumye	 b w a t u m y e
y’iterambere	 y ’ i t e r a m b e r e
ry’icyuma	 r y ’ i c y u m a
ryisumbuye	 r y i s u m b u y e
yabanjirijwe	 y a b a n j i r i j w e
nimyaka	 n  i m y a k a
ikurikirwa	 i k u r i k i r w a
n’imyaka	 n ’ i m y a k a
irangira	 i r a n g i r a
ry’uko	 r y ’ u k o
bihatswe	 b i h a t s w e
n’ikoranabuhanga	 n ’ i k o r a n a b u h a n g a
ijambo	i j a m b o
ribumbiye	 r i b u m b i y e
bufatikauhereye	 b u f a t i k a u h e r e y e
ikoranabuhanga	 i k o r a n a b u h a n g a
igombe	 i g o m b e
cyiyumviro	 c y i y u m v i r o
gikakaye	 g i k a k a y e
kigengwa	 k i g e n g w a
n’inyurabitekerezo	 n ’ i n y u r a b i t e k e r e z o
ijyanye	 i j y a n y e
n’amategeko	 n ’ a m a t e g e k o
urugeroumuntu	u r u g e r o u m u n t u
kuvuga	 k u v u g a
imodoka	 i m o d o k a
